Citizenship Country,Apprehension AOR,n_arrests
MAURITANIA,Miami Area of Responsibility,3
MAURITANIA,New Orleans Area of Responsibility,18
MAURITANIA,New York City Area of Responsibility,18
MAURITANIA,Newark Area of Responsibility,1
MAURITANIA,Philadelphia Area of Responsibility,5
MAURITANIA,Phoenix Area of Responsibility,2
MAURITANIA,San Antonio Area of Responsibility,14
MAURITANIA,San Diego Area of Responsibility,3
MAURITANIA,Washington Area of Responsibility,7
MAURITIUS,Miami Area of Responsibility,1
MEXICO,Atlanta Area of Responsibility,3566
MEXICO,Baltimore Area of Responsibility,267
MEXICO,Boston Area of Responsibility,154
MEXICO,Buffalo Area of Responsibility,204
MEXICO,Chicago Area of Responsibility,4542
MEXICO,Dallas Area of Responsibility,7697
MEXICO,Denver Area of Responsibility,1011
MEXICO,Detroit Area of Responsibility,976
MEXICO,El Paso Area of Responsibility,1406
MEXICO,HQ Area of Responsibility,2
MEXICO,Harlingen Area of Responsibility,3476
MEXICO,Houston Area of Responsibility,6518
MEXICO,Los Angeles Area of Responsibility,3276
MEXICO,Miami Area of Responsibility,2896
MEXICO,New Orleans Area of Responsibility,5684
MEXICO,New York City Area of Responsibility,152
MEXICO,Newark Area of Responsibility,830
MEXICO,Philadelphia Area of Responsibility,666
MEXICO,Phoenix Area of Responsibility,3642
MEXICO,Salt Lake City Area of Responsibility,2549
MEXICO,San Antonio Area of Responsibility,3180
MEXICO,San Diego Area of Responsibility,483
MEXICO,San Francisco Area of Responsibility,1941
MEXICO,Seattle Area of Responsibility,920
MEXICO,St. Paul Area of Responsibility,974
MEXICO,Washington Area of Responsibility,509
"MICRONESIA, FEDERATED STATES OF",Atlanta Area of Responsibility,2
"MICRONESIA, FEDERATED STATES OF",Baltimore Area of Responsibility,1
"MICRONESIA, FEDERATED STATES OF",Chicago Area of Responsibility,10
"MICRONESIA, FEDERATED STATES OF",Dallas Area of Responsibility,3
"MICRONESIA, FEDERATED STATES OF",Denver Area of Responsibility,1
"MICRONESIA, FEDERATED STATES OF",Houston Area of Responsibility,5
"MICRONESIA, FEDERATED STATES OF",New Orleans Area of Responsibility,22
"MICRONESIA, FEDERATED STATES OF",Phoenix Area of Responsibility,2
"MICRONESIA, FEDERATED STATES OF",Salt Lake City Area of Responsibility,6
"MICRONESIA, FEDERATED STATES OF",San Francisco Area of Responsibility,46
"MICRONESIA, FEDERATED STATES OF",Seattle Area of Responsibility,7
"MICRONESIA, FEDERATED STATES OF",St. Paul Area of Responsibility,15
MOLDOVA,Boston Area of Responsibility,1
MOLDOVA,Chicago Area of Responsibility,1
MOLDOVA,Dallas Area of Responsibility,1
MOLDOVA,Houston Area of Responsibility,1
MOLDOVA,Miami Area of Responsibility,1
MOLDOVA,New Orleans Area of Responsibility,1
MOLDOVA,New York City Area of Responsibility,1
MOLDOVA,Washington Area of Responsibility,3
MONGOLIA,Chicago Area of Responsibility,1
MONGOLIA,Washington Area of Responsibility,2
MONTENEGRO,Chicago Area of Responsibility,1
MONTENEGRO,Dallas Area of Responsibility,1
MONTENEGRO,Detroit Area of Responsibility,1
MONTENEGRO,Los Angeles Area of Responsibility,1
MONTSERRAT,Washington Area of Responsibility,1
MOROCCO,Atlanta Area of Responsibility,3
MOROCCO,Boston Area of Responsibility,1
MOROCCO,Buffalo Area of Responsibility,1
MOROCCO,Chicago Area of Responsibility,2
MOROCCO,Denver Area of Responsibility,1
MOROCCO,Detroit Area of Responsibility,2
MOROCCO,Harlingen Area of Responsibility,2
MOROCCO,Miami Area of Responsibility,2
MOROCCO,New Orleans Area of Responsibility,1
MOROCCO,Newark Area of Responsibility,1
MOROCCO,Philadelphia Area of Responsibility,2
MOROCCO,Phoenix Area of Responsibility,3
MOROCCO,Salt Lake City Area of Responsibility,4
MOROCCO,San Antonio Area of Responsibility,3
MOROCCO,San Diego Area of Responsibility,2
MOROCCO,San Francisco Area of Responsibility,1
MOROCCO,St. Paul Area of Responsibility,2
MOROCCO,Washington Area of Responsibility,1
MOZAMBIQUE,New York City Area of Responsibility,1
MOZAMBIQUE,Newark Area of Responsibility,1
MOZAMBIQUE,San Diego Area of Responsibility,1
NAMIBIA,Miami Area of Responsibility,1
NAMIBIA,Philadelphia Area of Responsibility,1
NEPAL,Baltimore Area of Responsibility,2
NEPAL,Boston Area of Responsibility,2
NEPAL,Buffalo Area of Responsibility,1
NEPAL,Chicago Area of Responsibility,1
NEPAL,Dallas Area of Responsibility,6
NEPAL,Denver Area of Responsibility,1
NEPAL,Houston Area of Responsibility,2
NEPAL,New York City Area of Responsibility,4
NEPAL,Philadelphia Area of Responsibility,1
NEPAL,Phoenix Area of Responsibility,2
NEPAL,San Antonio Area of Responsibility,11
NEPAL,Seattle Area of Responsibility,1
NEPAL,Washington Area of Responsibility,1
NETHERLANDS,Boston Area of Responsibility,1
NETHERLANDS,Detroit Area of Responsibility,2
NETHERLANDS,Miami Area of Responsibility,7
NETHERLANDS,New Orleans Area of Responsibility,1
NETHERLANDS,Newark Area of Responsibility,1
NETHERLANDS,Philadelphia Area of Responsibility,3
NETHERLANDS,Salt Lake City Area of Responsibility,1
NETHERLANDS,Seattle Area of Responsibility,1
NETHERLANDS ANTILLES,Miami Area of Responsibility,3
NETHERLANDS ANTILLES,Phoenix Area of Responsibility,1
NEW ZEALAND,Miami Area of Responsibility,1
NEW ZEALAND,Phoenix Area of Responsibility,1
NEW ZEALAND,Salt Lake City Area of Responsibility,1
NEW ZEALAND,San Francisco Area of Responsibility,1
NICARAGUA,Atlanta Area of Responsibility,500
NICARAGUA,Baltimore Area of Responsibility,145
NICARAGUA,Boston Area of Responsibility,83
NICARAGUA,Buffalo Area of Responsibility,25
NICARAGUA,Chicago Area of Responsibility,1451
NICARAGUA,Dallas Area of Responsibility,662
NICARAGUA,Denver Area of Responsibility,78
NICARAGUA,Detroit Area of Responsibility,374
NICARAGUA,El Paso Area of Responsibility,36
NICARAGUA,Harlingen Area of Responsibility,408
NICARAGUA,Houston Area of Responsibility,494
NICARAGUA,Los Angeles Area of Responsibility,912
NICARAGUA,Miami Area of Responsibility,1275
NICARAGUA,New Orleans Area of Responsibility,861
NICARAGUA,New York City Area of Responsibility,304
NICARAGUA,Newark Area of Responsibility,214
NICARAGUA,Philadelphia Area of Responsibility,57
NICARAGUA,Phoenix Area of Responsibility,80
NICARAGUA,Salt Lake City Area of Responsibility,72
NICARAGUA,San Antonio Area of Responsibility,1839
NICARAGUA,San Diego Area of Responsibility,4
NICARAGUA,San Francisco Area of Responsibility,78
NICARAGUA,Seattle Area of Responsibility,150
NICARAGUA,St. Paul Area of Responsibility,483
NICARAGUA,Washington Area of Responsibility,94
NIGER,Atlanta Area of Responsibility,2
NIGER,Dallas Area of Responsibility,2
NIGER,Detroit Area of Responsibility,3
NIGER,Houston Area of Responsibility,1
NIGER,Los Angeles Area of Responsibility,1
NIGER,New Orleans Area of Responsibility,1
NIGER,Newark Area of Responsibility,1
NIGER,Philadelphia Area of Responsibility,2
NIGERIA,Atlanta Area of Responsibility,23
NIGERIA,Baltimore Area of Responsibility,14
NIGERIA,Boston Area of Responsibility,10
NIGERIA,Buffalo Area of Responsibility,1
NIGERIA,Chicago Area of Responsibility,32
NIGERIA,Dallas Area of Responsibility,43
NIGERIA,Denver Area of Responsibility,2
NIGERIA,Detroit Area of Responsibility,4
NIGERIA,El Paso Area of Responsibility,4
NIGERIA,Houston Area of Responsibility,27
NIGERIA,Los Angeles Area of Responsibility,9
NIGERIA,Miami Area of Responsibility,9
NIGERIA,New Orleans Area of Responsibility,18
NIGERIA,New York City Area of Responsibility,3
NIGERIA,Newark Area of Responsibility,16
NIGERIA,Philadelphia Area of Responsibility,22
NIGERIA,Phoenix Area of Responsibility,2
NIGERIA,Salt Lake City Area of Responsibility,3
NIGERIA,San Antonio Area of Responsibility,2
NIGERIA,San Diego Area of Responsibility,2
NIGERIA,San Francisco Area of Responsibility,2
NIGERIA,Seattle Area of Responsibility,5
NIGERIA,St. Paul Area of Responsibility,9
NIGERIA,Washington Area of Responsibility,3
NORTH MACEDONIA,Chicago Area of Responsibility,1
NORTH MACEDONIA,Detroit Area of Responsibility,2
NORTH MACEDONIA,Newark Area of Responsibility,1
NORTH MACEDONIA,Philadelphia Area of Responsibility,1
NORTH MACEDONIA,Seattle Area of Responsibility,1
NORWAY,Chicago Area of Responsibility,1
NORWAY,Houston Area of Responsibility,1
NORWAY,Los Angeles Area of Responsibility,1
PAKISTAN,Atlanta Area of Responsibility,2
PAKISTAN,Baltimore Area of Responsibility,1
PAKISTAN,Boston Area of Responsibility,6
PAKISTAN,Buffalo Area of Responsibility,2
PAKISTAN,Chicago Area of Responsibility,5
PAKISTAN,Dallas Area of Responsibility,6
PAKISTAN,Detroit Area of Responsibility,3
PAKISTAN,Harlingen Area of Responsibility,1
PAKISTAN,Houston Area of Responsibility,10
PAKISTAN,Los Angeles Area of Responsibility,4
PAKISTAN,Miami Area of Responsibility,4
PAKISTAN,New Orleans Area of Responsibility,1
PAKISTAN,New York City Area of Responsibility,10
PAKISTAN,Newark Area of Responsibility,5
PAKISTAN,Philadelphia Area of Responsibility,5
PAKISTAN,Phoenix Area of Responsibility,3
PAKISTAN,San Antonio Area of Responsibility,2
PAKISTAN,San Diego Area of Responsibility,4
PAKISTAN,San Francisco Area of Responsibility,1
PAKISTAN,Washington Area of Responsibility,14
PALAU,Chicago Area of Responsibility,2
PALAU,Harlingen Area of Responsibility,1
PALAU,Houston Area of Responsibility,2
PALAU,Miami Area of Responsibility,1
PALAU,San Francisco Area of Responsibility,1
PALAU,Seattle Area of Responsibility,1
PALAU,St. Paul Area of Responsibility,2
PANAMA,Atlanta Area of Responsibility,1
PANAMA,Baltimore Area of Responsibility,3
PANAMA,Boston Area of Responsibility,4
PANAMA,Buffalo Area of Responsibility,2
PANAMA,Chicago Area of Responsibility,9
PANAMA,Dallas Area of Responsibility,2
PANAMA,Denver Area of Responsibility,1
PANAMA,Detroit Area of Responsibility,2
PANAMA,El Paso Area of Responsibility,2
PANAMA,Houston Area of Responsibility,5
PANAMA,Los Angeles Area of Responsibility,2
PANAMA,Miami Area of Responsibility,13
PANAMA,New Orleans Area of Responsibility,6
PANAMA,New York City Area of Responsibility,23
PANAMA,Newark Area of Responsibility,13
PANAMA,Philadelphia Area of Responsibility,6
PANAMA,Phoenix Area of Responsibility,1
PANAMA,San Antonio Area of Responsibility,14
PANAMA,San Francisco Area of Responsibility,1
PANAMA,St. Paul Area of Responsibility,3
PANAMA,Washington Area of Responsibility,3
PAPUA NEW GUINEA,Los Angeles Area of Responsibility,1
PARAGUAY,Atlanta Area of Responsibility,1
PARAGUAY,Denver Area of Responsibility,1
PARAGUAY,Houston Area of Responsibility,1
PARAGUAY,Miami Area of Responsibility,1
PARAGUAY,New Orleans Area of Responsibility,1
PARAGUAY,New York City Area of Responsibility,9
PARAGUAY,Newark Area of Responsibility,2
PARAGUAY,Philadelphia Area of Responsibility,1
PARAGUAY,Salt Lake City Area of Responsibility,2
PARAGUAY,San Antonio Area of Responsibility,1
PERU,Atlanta Area of Responsibility,78
PERU,Baltimore Area of Responsibility,49
PERU,Boston Area of Responsibility,87
PERU,Buffalo Area of Responsibility,29
PERU,Chicago Area of Responsibility,107
PERU,Dallas Area of Responsibility,70
PERU,Denver Area of Responsibility,53
PERU,Detroit Area of Responsibility,23
PERU,El Paso Area of Responsibility,18
PERU,Harlingen Area of Responsibility,67
PERU,Houston Area of Responsibility,26
PERU,Los Angeles Area of Responsibility,217
PERU,Miami Area of Responsibility,149
PERU,New Orleans Area of Responsibility,47
PERU,New York City Area of Responsibility,428
PERU,Newark Area of Responsibility,503
PERU,Philadelphia Area of Responsibility,43
PERU,Phoenix Area of Responsibility,19
PERU,Salt Lake City Area of Responsibility,203
PERU,San Antonio Area of Responsibility,78
PERU,San Diego Area of Responsibility,8
PERU,San Francisco Area of Responsibility,38
PERU,Seattle Area of Responsibility,77
PERU,St. Paul Area of Responsibility,9
PERU,Washington Area of Responsibility,87
PHILIPPINES,Atlanta Area of Responsibility,1
PHILIPPINES,Baltimore Area of Responsibility,2
PHILIPPINES,Boston Area of Responsibility,1
PHILIPPINES,Buffalo Area of Responsibility,3
PHILIPPINES,Chicago Area of Responsibility,5
PHILIPPINES,Denver Area of Responsibility,1
PHILIPPINES,Detroit Area of Responsibility,1
PHILIPPINES,Harlingen Area of Responsibility,1
PHILIPPINES,Houston Area of Responsibility,2
PHILIPPINES,Los Angeles Area of Responsibility,17
PHILIPPINES,Miami Area of Responsibility,10
PHILIPPINES,New Orleans Area of Responsibility,9
PHILIPPINES,New York City Area of Responsibility,2
PHILIPPINES,Newark Area of Responsibility,4
PHILIPPINES,Philadelphia Area of Responsibility,4
PHILIPPINES,Phoenix Area of Responsibility,2
PHILIPPINES,Salt Lake City Area of Responsibility,10
PHILIPPINES,San Antonio Area of Responsibility,1
PHILIPPINES,San Francisco Area of Responsibility,29
PHILIPPINES,Seattle Area of Responsibility,11
PHILIPPINES,St. Paul Area of Responsibility,1
PHILIPPINES,Washington Area of Responsibility,2
POLAND,Atlanta Area of Responsibility,1
POLAND,Baltimore Area of Responsibility,1
POLAND,Boston Area of Responsibility,2
POLAND,Chicago Area of Responsibility,4
POLAND,Dallas Area of Responsibility,2
POLAND,Denver Area of Responsibility,1
POLAND,Houston Area of Responsibility,1
POLAND,Los Angeles Area of Responsibility,3
POLAND,Miami Area of Responsibility,7
POLAND,New Orleans Area of Responsibility,3
POLAND,New York City Area of Responsibility,3
POLAND,Newark Area of Responsibility,8
POLAND,Philadelphia Area of Responsibility,7
POLAND,Phoenix Area of Responsibility,3
POLAND,Salt Lake City Area of Responsibility,1
POLAND,St. Paul Area of Responsibility,3
POLAND,Washington Area of Responsibility,3
PORTUGAL,Atlanta Area of Responsibility,2
PORTUGAL,Baltimore Area of Responsibility,1
PORTUGAL,Boston Area of Responsibility,19
PORTUGAL,Chicago Area of Responsibility,1
PORTUGAL,Dallas Area of Responsibility,3
PORTUGAL,Houston Area of Responsibility,2
PORTUGAL,Miami Area of Responsibility,7
PORTUGAL,New Orleans Area of Responsibility,1
PORTUGAL,New York City Area of Responsibility,1
PORTUGAL,Newark Area of Responsibility,8
PORTUGAL,Salt Lake City Area of Responsibility,1
ROMANIA,Atlanta Area of Responsibility,27
ROMANIA,Baltimore Area of Responsibility,19
ROMANIA,Boston Area of Responsibility,14
ROMANIA,Buffalo Area of Responsibility,2
ROMANIA,Chicago Area of Responsibility,78
ROMANIA,Dallas Area of Responsibility,31
ROMANIA,Denver Area of Responsibility,8
ROMANIA,Detroit Area of Responsibility,25
ROMANIA,El Paso Area of Responsibility,2
ROMANIA,Harlingen Area of Responsibility,2
ROMANIA,Houston Area of Responsibility,47
ROMANIA,Los Angeles Area of Responsibility,35
ROMANIA,Miami Area of Responsibility,73
ROMANIA,New Orleans Area of Responsibility,56
ROMANIA,New York City Area of Responsibility,7
ROMANIA,Newark Area of Responsibility,23
ROMANIA,Philadelphia Area of Responsibility,32
ROMANIA,Phoenix Area of Responsibility,18
ROMANIA,Salt Lake City Area of Responsibility,38
ROMANIA,San Antonio Area of Responsibility,30
ROMANIA,San Diego Area of Responsibility,4
ROMANIA,San Francisco Area of Responsibility,2
ROMANIA,Seattle Area of Responsibility,24
ROMANIA,St. Paul Area of Responsibility,23
ROMANIA,Washington Area of Responsibility,24
RUSSIA,Atlanta Area of Responsibility,12
RUSSIA,Baltimore Area of Responsibility,2
RUSSIA,Boston Area of Responsibility,9
RUSSIA,Buffalo Area of Responsibility,4
RUSSIA,Chicago Area of Responsibility,12
RUSSIA,Dallas Area of Responsibility,2
RUSSIA,Denver Area of Responsibility,31
RUSSIA,Detroit Area of Responsibility,16
RUSSIA,El Paso Area of Responsibility,1
RUSSIA,HQ Area of Responsibility,1
RUSSIA,Harlingen Area of Responsibility,1
RUSSIA,Houston Area of Responsibility,4
RUSSIA,Los Angeles Area of Responsibility,49
RUSSIA,Miami Area of Responsibility,29
RUSSIA,New Orleans Area of Responsibility,15
RUSSIA,New York City Area of Responsibility,40
RUSSIA,Newark Area of Responsibility,9
RUSSIA,Philadelphia Area of Responsibility,40
RUSSIA,Phoenix Area of Responsibility,8
RUSSIA,Salt Lake City Area of Responsibility,2
RUSSIA,San Antonio Area of Responsibility,4
RUSSIA,San Diego Area of Responsibility,6
RUSSIA,San Francisco Area of Responsibility,21
RUSSIA,Seattle Area of Responsibility,23
RUSSIA,St. Paul Area of Responsibility,2
RUSSIA,Washington Area of Responsibility,3
RWANDA,Boston Area of Responsibility,8
RWANDA,Detroit Area of Responsibility,1
RWANDA,El Paso Area of Responsibility,1
RWANDA,Phoenix Area of Responsibility,4
RWANDA,Salt Lake City Area of Responsibility,1
RWANDA,St. Paul Area of Responsibility,2
SAMOA,Los Angeles Area of Responsibility,1
SAMOA,Newark Area of Responsibility,1
SAMOA,Salt Lake City Area of Responsibility,1
SAMOA,San Diego Area of Responsibility,1
SAMOA,San Francisco Area of Responsibility,2
SAMOA,Seattle Area of Responsibility,2
SAO TOME AND PRINCIPE,Boston Area of Responsibility,1
SAUDI ARABIA,Boston Area of Responsibility,1
SAUDI ARABIA,Chicago Area of Responsibility,3
SAUDI ARABIA,Dallas Area of Responsibility,2
SAUDI ARABIA,Detroit Area of Responsibility,3
SAUDI ARABIA,Harlingen Area of Responsibility,1
SAUDI ARABIA,Miami Area of Responsibility,1
SAUDI ARABIA,Newark Area of Responsibility,1
SAUDI ARABIA,Phoenix Area of Responsibility,1
SAUDI ARABIA,Salt Lake City Area of Responsibility,1
SAUDI ARABIA,Seattle Area of Responsibility,1
SENEGAL,Atlanta Area of Responsibility,14
SENEGAL,Baltimore Area of Responsibility,8
SENEGAL,Buffalo Area of Responsibility,1
SENEGAL,Chicago Area of Responsibility,25
SENEGAL,Dallas Area of Responsibility,3
SENEGAL,Denver Area of Responsibility,1
SENEGAL,Detroit Area of Responsibility,11
SENEGAL,Houston Area of Responsibility,2
SENEGAL,New Orleans Area of Responsibility,16
SENEGAL,New York City Area of Responsibility,25
SENEGAL,Newark Area of Responsibility,2
SENEGAL,Philadelphia Area of Responsibility,8
SENEGAL,Phoenix Area of Responsibility,3
SENEGAL,San Antonio Area of Responsibility,2
SENEGAL,San Francisco Area of Responsibility,1
SENEGAL,Seattle Area of Responsibility,1
SENEGAL,St. Paul Area of Responsibility,4
SERBIA,Dallas Area of Responsibility,2
SERBIA,Miami Area of Responsibility,2
SERBIA,New York City Area of Responsibility,1
SERBIA,Philadelphia Area of Responsibility,1
SIERRA LEONE,Baltimore Area of Responsibility,1
SIERRA LEONE,Boston Area of Responsibility,1
SIERRA LEONE,Buffalo Area of Responsibility,2
SIERRA LEONE,Dallas Area of Responsibility,1
SIERRA LEONE,Detroit Area of Responsibility,2
SIERRA LEONE,Houston Area of Responsibility,1
SIERRA LEONE,Los Angeles Area of Responsibility,1
SIERRA LEONE,Miami Area of Responsibility,1
SIERRA LEONE,New Orleans Area of Responsibility,1
SIERRA LEONE,Philadelphia Area of Responsibility,6
SIERRA LEONE,Phoenix Area of Responsibility,1
SIERRA LEONE,Salt Lake City Area of Responsibility,1
SIERRA LEONE,San Diego Area of Responsibility,2
SIERRA LEONE,Seattle Area of Responsibility,1
SIERRA LEONE,Washington Area of Responsibility,3
SINT MAARTEN(DUTCH),Boston Area of Responsibility,1
SINT MAARTEN(DUTCH),Miami Area of Responsibility,2
SLOVAKIA,Houston Area of Responsibility,1
SLOVAKIA,Miami Area of Responsibility,4
SLOVAKIA,Newark Area of Responsibility,1
SLOVAKIA,San Antonio Area of Responsibility,0
SLOVENIA,Washington Area of Responsibility,1
SOMALIA,Atlanta Area of Responsibility,3
SOMALIA,Boston Area of Responsibility,2
SOMALIA,Buffalo Area of Responsibility,1
SOMALIA,Chicago Area of Responsibility,8
SOMALIA,Dallas Area of Responsibility,1
SOMALIA,Denver Area of Responsibility,4
SOMALIA,Detroit Area of Responsibility,7
SOMALIA,Houston Area of Responsibility,1
SOMALIA,New Orleans Area of Responsibility,4
SOMALIA,Phoenix Area of Responsibility,2
SOMALIA,Salt Lake City Area of Responsibility,4
SOMALIA,San Diego Area of Responsibility,8
SOMALIA,San Francisco Area of Responsibility,2
SOMALIA,Seattle Area of Responsibility,7
SOMALIA,St. Paul Area of Responsibility,20
SOUTH AFRICA,Atlanta Area of Responsibility,2
SOUTH AFRICA,Boston Area of Responsibility,1
SOUTH AFRICA,Chicago Area of Responsibility,2
SOUTH AFRICA,Dallas Area of Responsibility,2
SOUTH AFRICA,Denver Area of Responsibility,1
SOUTH AFRICA,Detroit Area of Responsibility,2
SOUTH AFRICA,El Paso Area of Responsibility,1
SOUTH AFRICA,Los Angeles Area of Responsibility,2
SOUTH AFRICA,Miami Area of Responsibility,4
SOUTH AFRICA,New Orleans Area of Responsibility,1
SOUTH AFRICA,New York City Area of Responsibility,1
SOUTH AFRICA,Newark Area of Responsibility,2
SOUTH AFRICA,Salt Lake City Area of Responsibility,1
SOUTH AFRICA,San Antonio Area of Responsibility,1
SOUTH AFRICA,St. Paul Area of Responsibility,2
SOUTH AFRICA,Washington Area of Responsibility,2
SOUTH KOREA,Atlanta Area of Responsibility,6
SOUTH KOREA,Baltimore Area of Responsibility,1
SOUTH KOREA,Boston Area of Responsibility,1
SOUTH KOREA,Buffalo Area of Responsibility,1
SOUTH KOREA,Chicago Area of Responsibility,1
SOUTH KOREA,Dallas Area of Responsibility,5
SOUTH KOREA,El Paso Area of Responsibility,1
SOUTH KOREA,Los Angeles Area of Responsibility,4
SOUTH KOREA,New Orleans Area of Responsibility,3
SOUTH KOREA,Newark Area of Responsibility,5
SOUTH KOREA,Philadelphia Area of Responsibility,1
SOUTH KOREA,Phoenix Area of Responsibility,1
SOUTH KOREA,Salt Lake City Area of Responsibility,3
SOUTH KOREA,San Antonio Area of Responsibility,1
SOUTH KOREA,San Francisco Area of Responsibility,3
SOUTH KOREA,Seattle Area of Responsibility,5
SOUTH KOREA,St. Paul Area of Responsibility,1
SOUTH KOREA,Washington Area of Responsibility,2
SOUTH SUDAN,Los Angeles Area of Responsibility,1
SOUTH SUDAN,New Orleans Area of Responsibility,1
SOUTH SUDAN,Phoenix Area of Responsibility,1
SOUTH SUDAN,Salt Lake City Area of Responsibility,1
SOUTH SUDAN,Washington Area of Responsibility,2
SPAIN,Atlanta Area of Responsibility,1
SPAIN,Boston Area of Responsibility,9
SPAIN,Chicago Area of Responsibility,10
SPAIN,Dallas Area of Responsibility,6
SPAIN,Detroit Area of Responsibility,1
SPAIN,Harlingen Area of Responsibility,3
SPAIN,Houston Area of Responsibility,4
SPAIN,Los Angeles Area of Responsibility,3
SPAIN,Miami Area of Responsibility,43
SPAIN,New Orleans Area of Responsibility,4
SPAIN,New York City Area of Responsibility,3
SPAIN,Newark Area of Responsibility,18
SPAIN,Philadelphia Area of Responsibility,10
SPAIN,Phoenix Area of Responsibility,1
SPAIN,Salt Lake City Area of Responsibility,5
SPAIN,San Antonio Area of Responsibility,2
SPAIN,Seattle Area of Responsibility,1
SPAIN,St. Paul Area of Responsibility,2
SPAIN,Washington Area of Responsibility,1
SRI LANKA,Buffalo Area of Responsibility,2
SRI LANKA,Denver Area of Responsibility,1
SRI LANKA,Detroit Area of Responsibility,1
SRI LANKA,Houston Area of Responsibility,2
SRI LANKA,Miami Area of Responsibility,1
SRI LANKA,Newark Area of Responsibility,2
SRI LANKA,Seattle Area of Responsibility,1
ST. KITTS-NEVIS,Baltimore Area of Responsibility,1
ST. KITTS-NEVIS,Chicago Area of Responsibility,1
ST. KITTS-NEVIS,Miami Area of Responsibility,2
ST. KITTS-NEVIS,New Orleans Area of Responsibility,1
ST. KITTS-NEVIS,Newark Area of Responsibility,1
ST. KITTS-NEVIS,St. Paul Area of Responsibility,1
ST. LUCIA,Boston Area of Responsibility,1
ST. LUCIA,Buffalo Area of Responsibility,2
ST. LUCIA,Dallas Area of Responsibility,1
ST. LUCIA,Houston Area of Responsibility,3
ST. LUCIA,Miami Area of Responsibility,6
ST. LUCIA,Newark Area of Responsibility,2
ST. LUCIA,Salt Lake City Area of Responsibility,1
ST. VINCENT-GRENADINES,Buffalo Area of Responsibility,1
ST. VINCENT-GRENADINES,El Paso Area of Responsibility,1
ST. VINCENT-GRENADINES,New Orleans Area of Responsibility,2
ST. VINCENT-GRENADINES,Philadelphia Area of Responsibility,1
SUDAN,Boston Area of Responsibility,1
SUDAN,Buffalo Area of Responsibility,3
SUDAN,Chicago Area of Responsibility,5
SUDAN,Dallas Area of Responsibility,2
SUDAN,Denver Area of Responsibility,1
SUDAN,Detroit Area of Responsibility,3
SUDAN,El Paso Area of Responsibility,1
SUDAN,Houston Area of Responsibility,6
SUDAN,Los Angeles Area of Responsibility,1
SUDAN,Miami Area of Responsibility,1
SUDAN,New Orleans Area of Responsibility,4
SUDAN,Philadelphia Area of Responsibility,2
SUDAN,Phoenix Area of Responsibility,5
SUDAN,Salt Lake City Area of Responsibility,3
SUDAN,San Antonio Area of Responsibility,6
SUDAN,San Diego Area of Responsibility,4
SUDAN,San Francisco Area of Responsibility,1
SUDAN,Seattle Area of Responsibility,2
SUDAN,St. Paul Area of Responsibility,6
SURINAME,Boston Area of Responsibility,1
SURINAME,Buffalo Area of Responsibility,2
SURINAME,Miami Area of Responsibility,4
SURINAME,Newark Area of Responsibility,1
SURINAME,San Francisco Area of Responsibility,1
SWEDEN,Atlanta Area of Responsibility,2
SWEDEN,Dallas Area of Responsibility,1
SWEDEN,Denver Area of Responsibility,1
SWEDEN,Miami Area of Responsibility,1
SWEDEN,New Orleans Area of Responsibility,2
SWEDEN,Philadelphia Area of Responsibility,1
SWITZERLAND,Chicago Area of Responsibility,1
SWITZERLAND,Miami Area of Responsibility,3
SYRIA,Atlanta Area of Responsibility,1
SYRIA,Chicago Area of Responsibility,2
SYRIA,Dallas Area of Responsibility,7
SYRIA,Denver Area of Responsibility,5
SYRIA,Detroit Area of Responsibility,1
SYRIA,Houston Area of Responsibility,2
SYRIA,Los Angeles Area of Responsibility,6
SYRIA,Miami Area of Responsibility,1
SYRIA,New Orleans Area of Responsibility,3
SYRIA,Newark Area of Responsibility,1
SYRIA,Phoenix Area of Responsibility,1
SYRIA,San Antonio Area of Responsibility,16
SYRIA,San Francisco Area of Responsibility,1
TAIWAN,Atlanta Area of Responsibility,1
TAIWAN,Dallas Area of Responsibility,2
TAIWAN,Denver Area of Responsibility,1
TAIWAN,Detroit Area of Responsibility,2
TAIWAN,Houston Area of Responsibility,4
TAIWAN,New Orleans Area of Responsibility,2
TAIWAN,New York City Area of Responsibility,2
TAIWAN,Philadelphia Area of Responsibility,2
TAIWAN,San Francisco Area of Responsibility,1
TAJIKISTAN,Baltimore Area of Responsibility,1
TAJIKISTAN,Buffalo Area of Responsibility,1
TAJIKISTAN,Chicago Area of Responsibility,5
TAJIKISTAN,Denver Area of Responsibility,5
TAJIKISTAN,Detroit Area of Responsibility,1
TAJIKISTAN,Los Angeles Area of Responsibility,6
TAJIKISTAN,Miami Area of Responsibility,2
TAJIKISTAN,New Orleans Area of Responsibility,1
TAJIKISTAN,New York City Area of Responsibility,15
TAJIKISTAN,Newark Area of Responsibility,1
TAJIKISTAN,Philadelphia Area of Responsibility,11
TAJIKISTAN,St. Paul Area of Responsibility,1
TAJIKISTAN,Washington Area of Responsibility,1
TANZANIA,Boston Area of Responsibility,3
TANZANIA,Chicago Area of Responsibility,1
TANZANIA,Dallas Area of Responsibility,2
TANZANIA,Detroit Area of Responsibility,1
TANZANIA,El Paso Area of Responsibility,1
TANZANIA,Houston Area of Responsibility,1
TANZANIA,New Orleans Area of Responsibility,1
TANZANIA,St. Paul Area of Responsibility,1
TANZANIA,Washington Area of Responsibility,2
